"Country or Area","Year","Area","Sex","Language","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Total","Both Sexes","Scandinavian, nec","Census - de jure - complete tabulation","Final figure, complete","2017","20","3"
"Australia","2016","Total","Both Sexes","Scandinavian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","8","3"
"Australia","2016","Total","Both Sexes","Serbo-Croatian/Yugoslavian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","6061","3"
"Australia","2016","Total","Both Sexes","Seychelles Creole","Census - de jure - complete tabulation","Final figure, complete","2017","522","3"
"Australia","2016","Total","Both Sexes","Shilluk","Census - de jure - complete tabulation","Final figure, complete","2017","231","3"
"Australia","2016","Total","Both Sexes","Sign Languages, nec","Census - de jure - complete tabulation","Final figure, complete","2017","56","3"
"Australia","2016","Total","Both Sexes","Sign Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","1296","3"
"Australia","2016","Total","Both Sexes","Slovene","Census - de jure - complete tabulation","Final figure, complete","2017","4089","3"
"Australia","2016","Total","Both Sexes","Solomon Islands Pijin","Census - de jure - complete tabulation","Final figure, complete","2017","294","3"
"Australia","2016","Total","Both Sexes","South Slavic, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","4","3"
"Australia","2016","Total","Both Sexes","Southeast Asian Austronesian Languages, nec","Census - de jure - complete tabulation","Final figure, complete","2017","305","3"
"Australia","2016","Total","Both Sexes","Southeast Asian Austronesian Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","291","3"
"Australia","2016","Total","Both Sexes","Southeast Asian Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","16","3"
"Australia","2016","Total","Both Sexes","Southern Asian Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","7915","3"
"Australia","2016","Total","Both Sexes","Southern European Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","3","3"
"Australia","2016","Total","Both Sexes","Southwest and Central Asian Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","17","3"
"Australia","2016","Total","Both Sexes","Spanish Creole, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","49","3"
"Australia","2016","Total","Both Sexes","Swiss, so described","Census - de jure - complete tabulation","Final figure, complete","2017","711","3"
"Australia","2016","Total","Both Sexes","Tai, nec","Census - de jure - complete tabulation","Final figure, complete","2017","46","3"
"Australia","2016","Total","Both Sexes","Tai, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","11","3"
"Australia","2016","Total","Both Sexes","Themne","Census - de jure - complete tabulation","Final figure, complete","2017","69","3"
"Australia","2016","Total","Both Sexes","Timorese","Census - de jure - complete tabulation","Final figure, complete","2017","498","3"
"Australia","2016","Total","Both Sexes","Tiwi","Census - de jure - complete tabulation","Final figure, complete","2017","2040","3"
"Australia","2016","Total","Both Sexes","Tjupany","Census - de jure - complete tabulation","Final figure, complete","2017","8","3"
"Australia","2016","Total","Both Sexes","Tok Pisin (Neomelanesian)","Census - de jure - complete tabulation","Final figure, complete","2017","3741","3"
"Australia","2016","Total","Both Sexes","Torres Strait Island Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","335","3"
"Australia","2016","Total","Both Sexes","Turkic, nec","Census - de jure - complete tabulation","Final figure, complete","2017","80","3"
"Australia","2016","Total","Both Sexes","Turkic, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","6","3"
"Australia","2016","Total","Both Sexes","Waanyi","Census - de jure - complete tabulation","Final figure, complete","2017","19","3"
"Australia","2016","Total","Both Sexes","Wagilak","Census - de jure - complete tabulation","Final figure, complete","2017","18","3"
"Australia","2016","Total","Both Sexes","Wagiman","Census - de jure - complete tabulation","Final figure, complete","2017","18","3"
"Australia","2016","Total","Both Sexes","Wajarri","Census - de jure - complete tabulation","Final figure, complete","2017","145","3"
"Australia","2016","Total","Both Sexes","Walmajarri","Census - de jure - complete tabulation","Final figure, complete","2017","283","3"
"Australia","2016","Total","Both Sexes","Wambaya","Census - de jure - complete tabulation","Final figure, complete","2017","61","3"
"Australia","2016","Total","Both Sexes","Wangkajunga","Census - de jure - complete tabulation","Final figure, complete","2017","10","3"
"Australia","2016","Total","Both Sexes","Wangkangurru","Census - de jure - complete tabulation","Final figure, complete","2017","3","3"
"Australia","2016","Total","Both Sexes","Wangkatha","Census - de jure - complete tabulation","Final figure, complete","2017","225","3"
"Australia","2016","Total","Both Sexes","Wangurri","Census - de jure - complete tabulation","Final figure, complete","2017","58","3"
"Australia","2016","Total","Both Sexes","Wardaman","Census - de jure - complete tabulation","Final figure, complete","2017","50","3"
"Australia","2016","Total","Both Sexes","Warlmanpa","Census - de jure - complete tabulation","Final figure, complete","2017","26","3"
"Australia","2016","Total","Both Sexes","Warlpiri","Census - de jure - complete tabulation","Final figure, complete","2017","2304","3"
"Australia","2016","Total","Both Sexes","Warnman","Census - de jure - complete tabulation","Final figure, complete","2017","3","3"
"Australia","2016","Total","Both Sexes","Warramiri","Census - de jure - complete tabulation","Final figure, complete","2017","17","3"
"Australia","2016","Total","Both Sexes","Warumungu","Census - de jure - complete tabulation","Final figure, complete","2017","321","3"
"Australia","2016","Total","Both Sexes","Wergaia","Census - de jure - complete tabulation","Final figure, complete","2017","14","3"
"Australia","2016","Total","Both Sexes","Western Arrarnta","Census - de jure - complete tabulation","Final figure, complete","2017","440","3"
"Australia","2016","Total","Both Sexes","Wik Mungkan","Census - de jure - complete tabulation","Final figure, complete","2017","450","3"
"Australia","2016","Total","Both Sexes","Wik Ngathan","Census - de jure - complete tabulation","Final figure, complete","2017","3","3"
"Australia","2016","Total","Both Sexes","Wiradjuri","Census - de jure - complete tabulation","Final figure, complete","2017","457","3"
"Australia","2016","Total","Both Sexes","Worrorra","Census - de jure - complete tabulation","Final figure, complete","2017","7","3"
"Australia","2016","Total","Both Sexes","Wubulkarra","Census - de jure - complete tabulation","Final figure, complete","2017","15","3"
"Australia","2016","Total","Both Sexes","Wunambal","Census - de jure - complete tabulation","Final figure, complete","2017","9","3"
"Australia","2016","Total","Both Sexes","Wurlaki","Census - de jure - complete tabulation","Final figure, complete","2017","10","3"
"Australia","2016","Total","Both Sexes","Yankunytjatjara","Census - de jure - complete tabulation","Final figure, complete","2017","420","3"
"Australia","2016","Total","Both Sexes","Yanyuwa","Census - de jure - complete tabulation","Final figure, complete","2017","39","3"
"Australia","2016","Total","Both Sexes","Yawuru","Census - de jure - complete tabulation","Final figure, complete","2017","61","3"
"Australia","2016","Total","Both Sexes","Yidiny","Census - de jure - complete tabulation","Final figure, complete","2017","19","3"
"Australia","2016","Total","Both Sexes","Yindjibarndi","Census - de jure - complete tabulation","Final figure, complete","2017","377","3"
"Australia","2016","Total","Both Sexes","Yinhawangka","Census - de jure - complete tabulation","Final figure, complete","2017","39","3"
"Australia","2016","Total","Both Sexes","Yolngu Matha, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","724","3"
"Australia","2016","Total","Both Sexes","Yorta Yorta","Census - de jure - complete tabulation","Final figure, complete","2017","62","3"
"Australia","2016","Total","Both Sexes","Yugambeh","Census - de jure - complete tabulation","Final figure, complete","2017","18","3"
"Australia","2016","Total","Both Sexes","Yulparija","Census - de jure - complete tabulation","Final figure, complete","2017","16","3"
"Australia","2016","Total","Both Sexes","Yumplatok (Torres Strait Creole)","Census - de jure - complete tabulation","Final figure, complete","2017","6171","3"
"Australia","2016","Total","Both Sexes","Zomi","Census - de jure - complete tabulation","Final figure, complete","2017","1104","3"
"Australia","2016","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2017","11546638","3"
"Australia","2016","Total","Male","Aboriginal","Census - de jure - complete tabulation","Final figure, complete","2017","274","3"
"Australia","2016","Total","Male","Albanian","Census - de jure - complete tabulation","Final figure, complete","2017","4604","3"
"Australia","2016","Total","Male","Arabic","Census - de jure - complete tabulation","Final figure, complete","2017","164235","3"
"Australia","2016","Total","Male","Armenian","Census - de jure - complete tabulation","Final figure, complete","2017","4761","3"
"Australia","2016","Total","Male","Assamese","Census - de jure - complete tabulation","Final figure, complete","2017","184","3"
"Australia","2016","Total","Male","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2017","13882","3"
"Australia","2016","Total","Male","Afrikaans","Census - de jure - complete tabulation","Final figure, complete","2017","21648","3"
"Australia","2016","Total","Male","Balinese","Census - de jure - complete tabulation","Final figure, complete","2017","110","3"
"Australia","2016","Total","Male","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2017","72","3"
"Australia","2016","Total","Male","Bemba","Census - de jure - complete tabulation","Final figure, complete","2017","344","3"
"Australia","2016","Total","Male","Bislama","Census - de jure - complete tabulation","Final figure, complete","2017","135","3"
"Australia","2016","Total","Male","Bengali","Census - de jure - complete tabulation","Final figure, complete","2017","29198","3"
"Australia","2016","Total","Male","Bikol","Census - de jure - complete tabulation","Final figure, complete","2017","46","3"
"Australia","2016","Total","Male","Bosnian","Census - de jure - complete tabulation","Final figure, complete","2017","7732","3"
"Australia","2016","Total","Male","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2017","1251","3"
"Australia","2016","Total","Male","Burmese","Census - de jure - complete tabulation","Final figure, complete","2017","7927","3"
"Australia","2016","Total","Male","Cantonese","Census - de jure - complete tabulation","Final figure, complete","2017","131791","3"
"Australia","2016","Total","Male","Cebuano","Census - de jure - complete tabulation","Final figure, complete","2017","1048","3"
"Australia","2016","Total","Male","Tibetan","Census - de jure - complete tabulation","Final figure, complete","2017","770","3"
"Australia","2016","Total","Male","Croatian","Census - de jure - complete tabulation","Final figure, complete","2017","27210","3"
"Australia","2016","Total","Male","Czech","Census - de jure - complete tabulation","Final figure, complete","2017","3591","3"
"Australia","2016","Total","Male","Danish","Census - de jure - complete tabulation","Final figure, complete","2017","2677","3"
"Australia","2016","Total","Male","Dutch","Census - de jure - complete tabulation","Final figure, complete","2017","15207","3"
"Australia","2016","Total","Male","English","Census - de jure - complete tabulation","Final figure, complete","2017","8417802","3"
"Australia","2016","Total","Male","Estonian","Census - de jure - complete tabulation","Final figure, complete","2017","765","3"
"Australia","2016","Total","Male","Fijian","Census - de jure - complete tabulation","Final figure, complete","2017","4074","3"
"Australia","2016","Total","Male","Finnish","Census - de jure - complete tabulation","Final figure, complete","2017","2465","3"
"Australia","2016","Total","Male","French","Census - de jure - complete tabulation","Final figure, complete","2017","33643","3"
"Australia","2016","Total","Male","Georgian","Census - de jure - complete tabulation","Final figure, complete","2017","102","3"
"Australia","2016","Total","Male","German","Census - de jure - complete tabulation","Final figure, complete","2017","36384","3"
"Australia","2016","Total","Male","Gilbertese","Census - de jure - complete tabulation","Final figure, complete","2017","154","3"
"Australia","2016","Total","Male","Greek","Census - de jure - complete tabulation","Final figure, complete","2017","114794","3"
"Australia","2016","Total","Male","Gujarati","Census - de jure - complete tabulation","Final figure, complete","2017","27253","3"
"Australia","2016","Total","Male","Hakka","Census - de jure - complete tabulation","Final figure, complete","2017","4366","3"
"Australia","2016","Total","Male","Hebrew","Census - de jure - complete tabulation","Final figure, complete","2017","5477","3"
"Australia","2016","Total","Male","Hindi","Census - de jure - complete tabulation","Final figure, complete","2017","81962","3"
"Australia","2016","Total","Male","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2017","8883","3"
"Australia","2016","Total","Male","Hausa","Census - de jure - complete tabulation","Final figure, complete","2017","122","3"
"Australia","2016","Total","Male","Iban","Census - de jure - complete tabulation","Final figure, complete","2017","27","3"
"Australia","2016","Total","Male","Icelandic","Census - de jure - complete tabulation","Final figure, complete","2017","131","3"
"Australia","2016","Total","Male","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2017","30894","3"
"Australia","2016","Total","Male","Italian","Census - de jure - complete tabulation","Final figure, complete","2017","129386","3"
"Australia","2016","Total","Male","Japanese","Census - de jure - complete tabulation","Final figure, complete","2017","23030","3"
"Australia","2016","Total","Male","Javanese","Census - de jure - complete tabulation","Final figure, complete","2017","34","3"
"Australia","2016","Total","Male","Kannada","Census - de jure - complete tabulation","Final figure, complete","2017","5015","3"
"Australia","2016","Total","Male","Khmer","Census - de jure - complete tabulation","Final figure, complete","2017","16374","3"
"Australia","2016","Total","Male","Konkani","Census - de jure - complete tabulation","Final figure, complete","2017","1176","3"
"Australia","2016","Total","Male","Korean","Census - de jure - complete tabulation","Final figure, complete","2017","52311","3"
"Australia","2016","Total","Male","Latvian","Census - de jure - complete tabulation","Final figure, complete","2017","1177","3"
"Australia","2016","Total","Male","Lingala","Census - de jure - complete tabulation","Final figure, complete","2017","140","3"
"Australia","2016","Total","Male","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2017","790","3"
"Australia","2016","Total","Male","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2017","32571","3"
"Australia","2016","Total","Male","Malay","Census - de jure - complete tabulation","Final figure, complete","2017","8241","3"
"Australia","2016","Total","Male","Malayalam","Census - de jure - complete tabulation","Final figure, complete","2017","26931","3"
"Australia","2016","Total","Male","Maltese","Census - de jure - complete tabulation","Final figure, complete","2017","15112","3"
"Australia","2016","Total","Male","Mandarin","Census - de jure - complete tabulation","Final figure, complete","2017","271698","3"
"Australia","2016","Total","Male","Marathi","Census - de jure - complete tabulation","Final figure, complete","2017","6743","3"
"Australia","2016","Total","Male","Mongolian","Census - de jure - complete tabulation","Final figure, complete","2017","975","3"
"Australia","2016","Total","Male","Ndebele","Census - de jure - complete tabulation","Final figure, complete","2017","600","3"
"Australia","2016","Total","Male","Nepali","Census - de jure - complete tabulation","Final figure, complete","2017","33342","3"
"Australia","2016","Total","Male","Norwegian","Census - de jure - complete tabulation","Final figure, complete","2017","1259","3"
"Australia","2016","Total","Male","Not stated","Census - de jure - complete tabulation","Final figure, complete","2017","780521","3"
"Australia","2016","Total","Male","Oriya","Census - de jure - complete tabulation","Final figure, complete","2017","355","3"
"Australia","2016","Total","Male","Polish","Census - de jure - complete tabulation","Final figure, complete","2017","20995","3"
"Australia","2016","Total","Male","Pashto","Census - de jure - complete tabulation","Final figure, complete","2017","5624","3"
"Australia","2016","Total","Male","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2017","23561","3"
"Australia","2016","Total","Male","Punjabi","Census - de jure - complete tabulation","Final figure, complete","2017","73600","3"
"Australia","2016","Total","Male","Romanian","Census - de jure - complete tabulation","Final figure, complete","2017","6179","3"
"Australia","2016","Total","Male","Romany","Census - de jure - complete tabulation","Final figure, complete","2017","78","3"
"Australia","2016","Total","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2017","21474","3"
"Australia","2016","Total","Male","Samoan","Census - de jure - complete tabulation","Final figure, complete","2017","21823","3"
"Australia","2016","Total","Male","Serbian","Census - de jure - complete tabulation","Final figure, complete","2017","26238","3"
"Australia","2016","Total","Male","Shona","Census - de jure - complete tabulation","Final figure, complete","2017","5228","3"
"Australia","2016","Total","Male","Sindhi","Census - de jure - complete tabulation","Final figure, complete","2017","928","3"
"Australia","2016","Total","Male","Sinhalese","Census - de jure - complete tabulation","Final figure, complete","2017","32627","3"
"Australia","2016","Total","Male","Slovak","Census - de jure - complete tabulation","Final figure, complete","2017","2511","3"
"Australia","2016","Total","Male","Somali","Census - de jure - complete tabulation","Final figure, complete","2017","6814","3"
"Australia","2016","Total","Male","Spanish","Census - de jure - complete tabulation","Final figure, complete","2017","66896","3"
"Australia","2016","Total","Male","Swahili","Census - de jure - complete tabulation","Final figure, complete","2017","5422","3"
"Australia","2016","Total","Male","Swedish","Census - de jure - complete tabulation","Final figure, complete","2017","3839","3"
"Australia","2016","Total","Male","Tagalog","Census - de jure - complete tabulation","Final figure, complete","2017","45736","3"
"Australia","2016","Total","Male","Tamil","Census - de jure - complete tabulation","Final figure, complete","2017","38975","3"
"Australia","2016","Total","Male","Tatar","Census - de jure - complete tabulation","Final figure, complete","2017","48","3"
"Australia","2016","Total","Male","Telugu","Census - de jure - complete tabulation","Final figure, complete","2017","19188","3"
"Australia","2016","Total","Male","Thai","Census - de jure - complete tabulation","Final figure, complete","2017","18652","3"
"Australia","2016","Total","Male","Tokelauan","Census - de jure - complete tabulation","Final figure, complete","2017","472","3"
"Australia","2016","Total","Male","Tigre","Census - de jure - complete tabulation","Final figure, complete","2017","97","3"
"Australia","2016","Total","Male","Tongan","Census - de jure - complete tabulation","Final figure, complete","2017","8748","3"
"Australia","2016","Total","Male","Tswana","Census - de jure - complete tabulation","Final figure, complete","2017","199","3"
"Australia","2016","Total","Male","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","29368","3"
"Australia","2016","Total","Male","Turkmen","Census - de jure - complete tabulation","Final figure, complete","2017","174","3"
"Australia","2016","Total","Male","Tulu","Census - de jure - complete tabulation","Final figure, complete","2017","292","3"
"Australia","2016","Total","Male","Uygur","Census - de jure - complete tabulation","Final figure, complete","2017","500","3"
"Australia","2016","Total","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2017","3175","3"
"Australia","2016","Total","Male","Urdu","Census - de jure - complete tabulation","Final figure, complete","2017","39599","3"
"Australia","2016","Total","Male","Uzbek","Census - de jure - complete tabulation","Final figure, complete","2017","274","3"
"Australia","2016","Total","Male","Vietnamese","Census - de jure - complete tabulation","Final figure, complete","2017","129518","3"
"Australia","2016","Total","Male","Welsh","Census - de jure - complete tabulation","Final figure, complete","2017","861","3"
"Australia","2016","Total","Male","Xhosa","Census - de jure - complete tabulation","Final figure, complete","2017","65","3"
"Australia","2016","Total","Male","Yapese","Census - de jure - complete tabulation","Final figure, complete","2017","4","3"
"Australia","2016","Total","Male","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2017","766","3"
"Australia","2016","Total","Male","Yoruba","Census - de jure - complete tabulation","Final figure, complete","2017","1346","3"
"Australia","2016","Total","Male","Zulu","Census - de jure - complete tabulation","Final figure, complete","2017","333","3"
"Australia","2016","Total","Male","Ewe","Census - de jure - complete tabulation","Final figure, complete","2017","272","3"
"Australia","2016","Total","Male","Ga","Census - de jure - complete tabulation","Final figure, complete","2017","127","3"
"Australia","2016","Total","Male","Tuvaluan","Census - de jure - complete tabulation","Final figure, complete","2017","120","3"
"Australia","2016","Total","Male","Lao","Census - de jure - complete tabulation","Final figure, complete","2017","4742","3"
"Australia","2016","Total","Male","Tetum","Census - de jure - complete tabulation","Final figure, complete","2017","530","3"
"Australia","2016","Total","Male","Inadequately described","Census - de jure - complete tabulation","Final figure, complete","2017","7564","3"
"Australia","2016","Total","Male","Irish","Census - de jure - complete tabulation","Final figure, complete","2017","1089","3"
"Australia","2016","Total","Male","Other Southern Asian Languages","Census - de jure - complete tabulation","Final figure, complete","2017","1207","3"
"Australia","2016","Total","Male","Other Southeast Asian Languages","Census - de jure - complete tabulation","Final figure, complete","2017","16","3"
"Australia","2016","Total","Male","Eastern Asian Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","19","3"
"Australia","2016","Total","Male","American Languages","Census - de jure - complete tabulation","Final figure, complete","2017","76","3"
"Australia","2016","Total","Male","Invented Languages","Census - de jure - complete tabulation","Final figure, complete","2017","84","3"
"Australia","2016","Total","Male","Basque","Census - de jure - complete tabulation","Final figure, complete","2017","30","3"
"Australia","2016","Total","Male","Catalan","Census - de jure - complete tabulation","Final figure, complete","2017","206","3"
"Australia","2016","Total","Male","Mauritian Creole","Census - de jure - complete tabulation","Final figure, complete","2017","2138","3"
"Australia","2016","Total","Male","Nauruan","Census - de jure - complete tabulation","Final figure, complete","2017","150","3"
"Australia","2016","Total","Male","Rotuman","Census - de jure - complete tabulation","Final figure, complete","2017","167","3"
"Australia","2016","Total","Male","Tigrinya","Census - de jure - complete tabulation","Final figure, complete","2017","2096","3"
"Australia","2016","Total","Male","Wu","Census - de jure - complete tabulation","Final figure, complete","2017","1489","3"
"Australia","2016","Total","Male","Karen","Census - de jure - complete tabulation","Final figure, complete","2017","5035","3"
"Australia","2016","Total","Male","Dari","Census - de jure - complete tabulation","Final figure, complete","2017","16102","3"
"Australia","2016","Total","Male","Latin","Census - de jure - complete tabulation","Final figure, complete","2017","218","3"
"Australia","2016","Total","Male","Oromo","Census - de jure - complete tabulation","Final figure, complete","2017","1508","3"
"Australia","2016","Total","Male","Auslan","Census - de jure - complete tabulation","Final figure, complete","2017","4286","3"
"Australia","2016","Total","Male","Min Nan","Census - de jure - complete tabulation","Final figure, complete","2017","7983","3"
"Australia","2016","Total","Male","Acehnese","Census - de jure - complete tabulation","Final figure, complete","2017","59","3"
"Australia","2016","Total","Male","Acholi","Census - de jure - complete tabulation","Final figure, complete","2017","503","3"
"Australia","2016","Total","Male","Adnymathanha","Census - de jure - complete tabulation","Final figure, complete","2017","63","3"
"Australia","2016","Total","Male","African Languages, nec","Census - de jure - complete tabulation","Final figure, complete","2017","1369","3"
"Australia","2016","Total","Male","African Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","1163","3"
"Australia","2016","Total","Male","Akan","Census - de jure - complete tabulation","Final figure, complete","2017","1550","3"
"Australia","2016","Total","Male","Alawa","Census - de jure - complete tabulation","Final figure, complete","2017","0","3"
"Australia","2016","Total","Male","Alyawarr","Census - de jure - complete tabulation","Final figure, complete","2017","761","3"
"Australia","2016","Total","Male","Amharic","Census - de jure - complete tabulation","Final figure, complete","2017","3208","3"
"Australia","2016","Total","Male","Anindilyakwa","Census - de jure - complete tabulation","Final figure, complete","2017","698","3"
"Australia","2016","Total","Male","Anmatyerr, nec","Census - de jure - complete tabulation","Final figure, complete","2017","239","3"
"Australia","2016","Total","Male","Anmatyerr, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","49","3"
"Australia","2016","Total","Male","Anuak","Census - de jure - complete tabulation","Final figure, complete","2017","113","3"
"Australia","2016","Total","Male","Arabana","Census - de jure - complete tabulation","Final figure, complete","2017","8","3"
"Australia","2016","Total","Male","Arnhem Land and Daly River Region Languages, nec","Census - de jure - complete tabulation","Final figure, complete","2017","4","3"
"Australia","2016","Total","Male","Aromunian (Macedo-Romanian)","Census - de jure - complete tabulation","Final figure, complete","2017","19","3"
"Australia","2016","Total","Male","Arrernte, nec","Census - de jure - complete tabulation","Final figure, complete","2017","371","3"
"Australia","2016","Total","Male","Arrernte, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","318","3"
"Australia","2016","Total","Male","Australian Indigenous Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","4341","3"
"Australia","2016","Total","Male","Azeri","Census - de jure - complete tabulation","Final figure, complete","2017","247","3"
"Australia","2016","Total","Male","Badimaya","Census - de jure - complete tabulation","Final figure, complete","2017","0","3"
"Australia","2016","Total","Male","Balochi","Census - de jure - complete tabulation","Final figure, complete","2017","146","3"
"Australia","2016","Total","Male","Baltic, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","3"
"Australia","2016","Total","Male","Bandjalang","Census - de jure - complete tabulation","Final figure, complete","2017","61","3"
"Australia","2016","Total","Male","Banyjima","Census - de jure - complete tabulation","Final figure, complete","2017","56","3"
"Australia","2016","Total","Male","Bardi","Census - de jure - complete tabulation","Final figure, complete","2017","164","3"
"Australia","2016","Total","Male","Bari","Census - de jure - complete tabulation","Final figure, complete","2017","431","3"
"Australia","2016","Total","Male","Bassa","Census - de jure - complete tabulation","Final figure, complete","2017","37","3"
"Australia","2016","Total","Male","Batjala","Census - de jure - complete tabulation","Final figure, complete","2017","13","3"
"Australia","2016","Total","Male","Bidjara","Census - de jure - complete tabulation","Final figure, complete","2017","14","3"
"Australia","2016","Total","Male","Bilinarra","Census - de jure - complete tabulation","Final figure, complete","2017","22","3"
"Australia","2016","Total","Male","Bisaya","Census - de jure - complete tabulation","Final figure, complete","2017","1382","3"
"Australia","2016","Total","Male","Bunuba","Census - de jure - complete tabulation","Final figure, complete","2017","21","3"
"Australia","2016","Total","Male","Burarra","Census - de jure - complete tabulation","Final figure, complete","2017","523","3"
"Australia","2016","Total","Male","Burmese and Related Languages, nec","Census - de jure - complete tabulation","Final figure, complete","2017","1728","3"
"Australia","2016","Total","Male","Burmese and Related Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","464","3"
"Australia","2016","Total","Male","Cape York Peninsula Languages, nec","Census - de jure - complete tabulation","Final figure, complete","2017","416","3"
"Australia","2016","Total","Male","Cape York Peninsula Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","10","3"
"Australia","2016","Total","Male","Celtic, nec","Census - de jure - complete tabulation","Final figure, complete","2017","21","3"
"Australia","2016","Total","Male","Celtic, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","16","3"
"Australia","2016","Total","Male","Chaldean Neo-Aramaic","Census - de jure - complete tabulation","Final figure, complete","2017","8618","3"
"Australia","2016","Total","Male","Chin Haka","Census - de jure - complete tabulation","Final figure, complete","2017","2469","3"
"Australia","2016","Total","Male","Chinese, nec","Census - de jure - complete tabulation","Final figure, complete","2017","9","3"
"Australia","2016","Total","Male","Chinese, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","9909","3"
"Australia","2016","Total","Male","Creole, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","2348","3"
"Australia","2016","Total","Male","Cypriot, so described","Census - de jure - complete tabulation","Final figure, complete","2017","129","3"
"Australia","2016","Total","Male","Czechoslovakian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","67","3"
"Australia","2016","Total","Male","Daatiwuy","Census - de jure - complete tabulation","Final figure, complete","2017","17","3"
"Australia","2016","Total","Male","Dan (Gio-Dan)","Census - de jure - complete tabulation","Final figure, complete","2017","93","3"
"Australia","2016","Total","Male","Dhalwangu","Census - de jure - complete tabulation","Final figure, complete","2017","30","3"
"Australia","2016","Total","Male","Dhanggatti","Census - de jure - complete tabulation","Final figure, complete","2017","17","3"
"Australia","2016","Total","Male","Dhangu, nec","Census - de jure - complete tabulation","Final figure, complete","2017","0","3"
"Australia","2016","Total","Male","Dhangu, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","19","3"
"Australia","2016","Total","Male","Dharawal","Census - de jure - complete tabulation","Final figure, complete","2017","13","3"
"Australia","2016","Total","Male","Dhay'yi, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","13","3"
"Australia","2016","Total","Male","Dhivehi","Census - de jure - complete tabulation","Final figure, complete","2017","244","3"
"Australia","2016","Total","Male","Dhuwal, nec","Census - de jure - complete tabulation","Final figure, complete","2017","13","3"
"Australia","2016","Total","Male","Dhuwal, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","142","3"
"Australia","2016","Total","Male","Dhuwala, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","65","3"
"Australia","2016","Total","Male","Dhuwaya","Census - de jure - complete tabulation","Final figure, complete","2017","158","3"
"Australia","2016","Total","Male","Dinka","Census - de jure - complete tabulation","Final figure, complete","2017","6408","3"
"Australia","2016","Total","Male","Diyari","Census - de jure - complete tabulation","Final figure, complete","2017","0","3"
"Australia","2016","Total","Male","Djabugay","Census - de jure - complete tabulation","Final figure, complete","2017","18","3"
"Australia","2016","Total","Male","Djambarrpuyngu","Census - de jure - complete tabulation","Final figure, complete","2017","2155","3"
"Australia","2016","Total","Male","Djapu","Census - de jure - complete tabulation","Final figure, complete","2017","41","3"
"Australia","2016","Total","Male","Djinang, nec","Census - de jure - complete tabulation","Final figure, complete","2017","3","3"
"Australia","2016","Total","Male","Djinang, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","57","3"
"Australia","2016","Total","Male","Djinba, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","6","3"
"Australia","2016","Total","Male","Dravidian, nec","Census - de jure - complete tabulation","Final figure, complete","2017","54","3"
"Australia","2016","Total","Male","Dutch and Related Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","3","3"
"Australia","2016","Total","Male","Dyirbal","Census - de jure - complete tabulation","Final figure, complete","2017","5","3"
