ESC 2019,,,,,,
Year,(semi-) final,Edition,Jury or Televoting,From country,To country,Points
2019,f,2019f,T,Australia,Russia,0
2019,f,2019f,T,Australia,Switzerland,7
2019,f,2019f,T,Australia,Norway,12
2019,f,2019f,T,Australia,Sweden,8
2019,f,2019f,T,Australia,Azerbaijan,0
2019,f,2019f,T,Australia,Macedonia,0
2019,f,2019f,T,Australia,Iceland,1
2019,f,2019f,T,Australia,Czech Republic,2
2019,f,2019f,T,Australia,Denmark,0
2019,f,2019f,T,Australia,Slovenia,0
2019,f,2019f,T,Australia,France,3
2019,f,2019f,T,Australia,Cyprus,0
2019,f,2019f,T,Australia,Malta,4
2019,f,2019f,T,Australia,Serbia,0
2019,f,2019f,T,Australia,Albania,0
2019,f,2019f,T,Australia,Estonia,0
2019,f,2019f,T,Australia,San Marino,0
2019,f,2019f,T,Australia,Greece,0
2019,f,2019f,T,Australia,Germany,0
2019,f,2019f,T,Australia,Belarus,0
2019,f,2019f,T,Australia,Netherlands,6
2019,f,2019f,T,Spain,Italy,12
2019,f,2019f,T,Spain,Israel,0
2019,f,2019f,T,Spain,United Kingdom,0
2019,f,2019f,T,Spain,Australia,5
2019,f,2019f,T,Spain,Russia,2
2019,f,2019f,T,Spain,Switzerland,1
2019,f,2019f,T,Spain,Norway,7
2019,f,2019f,T,Spain,Sweden,6
2019,f,2019f,T,Spain,Azerbaijan,0
2019,f,2019f,T,Spain,Macedonia,0
2019,f,2019f,T,Spain,Iceland,3
2019,f,2019f,T,Spain,Czech Republic,0
2019,f,2019f,T,Spain,Denmark,0
2019,f,2019f,T,Spain,Slovenia,0
2019,f,2019f,T,Spain,France,4
2019,f,2019f,T,Spain,Cyprus,0
2019,f,2019f,T,Spain,Malta,0
2019,f,2019f,T,Spain,Serbia,0
2019,f,2019f,T,Spain,Albania,0
2019,f,2019f,T,Spain,Estonia,0
2019,f,2019f,T,Spain,San Marino,0
2019,f,2019f,T,Spain,Greece,0
2019,f,2019f,T,Spain,Germany,0
2019,f,2019f,T,Spain,Belarus,0
2019,f,2019f,T,Spain,Netherlands,8
2019,f,2019f,T,Austria,Italy,1
2019,f,2019f,T,Austria,Spain,0
2019,f,2019f,T,Austria,Israel,0
2019,f,2019f,T,Austria,United Kingdom,0
2019,f,2019f,T,Austria,Australia,3
2019,f,2019f,T,Austria,Russia,5
2019,f,2019f,T,Austria,Switzerland,12
2019,f,2019f,T,Austria,Norway,8
2019,f,2019f,T,Austria,Sweden,0
2019,f,2019f,T,Austria,Azerbaijan,0
2019,f,2019f,T,Austria,Macedonia,0
2019,f,2019f,T,Austria,Iceland,6
2019,f,2019f,T,Austria,Czech Republic,0
2019,f,2019f,T,Austria,Denmark,0
2019,f,2019f,T,Austria,Slovenia,2
2019,f,2019f,T,Austria,France,0
2019,f,2019f,T,Austria,Cyprus,0
2019,f,2019f,T,Austria,Malta,0
2019,f,2019f,T,Austria,Serbia,4
2019,f,2019f,T,Austria,Albania,0
2019,f,2019f,T,Austria,Estonia,0
2019,f,2019f,T,Austria,San Marino,0
2019,f,2019f,T,Austria,Greece,0
2019,f,2019f,T,Austria,Germany,0
2019,f,2019f,T,Austria,Belarus,0
2019,f,2019f,T,Austria,Netherlands,7
2019,f,2019f,T,Belgium,Italy,8
2019,f,2019f,T,Belgium,Spain,6
2019,f,2019f,T,Belgium,Israel,0
2019,f,2019f,T,Belgium,United Kingdom,0
2019,f,2019f,T,Belgium,Australia,4
2019,f,2019f,T,Belgium,Russia,0
2019,f,2019f,T,Belgium,Switzerland,5
2019,f,2019f,T,Belgium,Norway,7
2019,f,2019f,T,Belgium,Sweden,2
2019,f,2019f,T,Belgium,Azerbaijan,0
2019,f,2019f,T,Belgium,Macedonia,0
2019,f,2019f,T,Belgium,Iceland,3
2019,f,2019f,T,Belgium,Czech Republic,0
2019,f,2019f,T,Belgium,Denmark,0
2019,f,2019f,T,Belgium,Slovenia,0
2019,f,2019f,T,Belgium,France,1
2019,f,2019f,T,Belgium,Cyprus,0
2019,f,2019f,T,Belgium,Malta,0
2019,f,2019f,T,Belgium,Serbia,0
2019,f,2019f,T,Belgium,Albania,0
2019,f,2019f,T,Belgium,Estonia,0
2019,f,2019f,T,Belgium,San Marino,0
2019,f,2019f,T,Belgium,Greece,0
2019,f,2019f,T,Belgium,Germany,0
2019,f,2019f,T,Belgium,Belarus,0
2019,f,2019f,T,Belgium,Netherlands,12
2019,f,2019f,T,Croatia,Italy,12
2019,f,2019f,T,Croatia,Spain,0
2019,f,2019f,T,Croatia,Israel,0
2019,f,2019f,T,Croatia,United Kingdom,0
2019,f,2019f,T,Croatia,Australia,0
2019,f,2019f,T,Croatia,Russia,0
2019,f,2019f,T,Croatia,Switzerland,6
2019,f,2019f,T,Croatia,Norway,5
2019,f,2019f,T,Croatia,Sweden,0
2019,f,2019f,T,Croatia,Azerbaijan,0
2019,f,2019f,T,Croatia,Macedonia,7
2019,f,2019f,T,Croatia,Iceland,3
2019,f,2019f,T,Croatia,Czech Republic,0
2019,f,2019f,T,Croatia,Denmark,0
2019,f,2019f,T,Croatia,Slovenia,1
2019,f,2019f,T,Croatia,France,0
2019,f,2019f,T,Croatia,Cyprus,0
2019,f,2019f,T,Croatia,Malta,0
2019,f,2019f,T,Croatia,Serbia,8
2019,f,2019f,T,Croatia,Albania,0
2019,f,2019f,T,Croatia,Estonia,0
2019,f,2019f,T,Croatia,San Marino,2
2019,f,2019f,T,Croatia,Greece,0
2019,f,2019f,T,Croatia,Germany,0
2019,f,2019f,T,Croatia,Belarus,0
2019,f,2019f,T,Croatia,Netherlands,4
2019,f,2019f,T,Finland,Italy,3
2019,f,2019f,T,Finland,Spain,0
2019,f,2019f,T,Finland,Israel,0
2019,f,2019f,T,Finland,United Kingdom,0
2019,f,2019f,T,Finland,Australia,6
2019,f,2019f,T,Finland,Russia,4
2019,f,2019f,T,Finland,Switzerland,2
2019,f,2019f,T,Finland,Norway,1
2019,f,2019f,T,Finland,Sweden,7
2019,f,2019f,T,Finland,Azerbaijan,0
2019,f,2019f,T,Finland,Macedonia,0
2019,f,2019f,T,Finland,Iceland,12
2019,f,2019f,T,Finland,Czech Republic,0
2019,f,2019f,T,Finland,Denmark,0
2019,f,2019f,T,Finland,Slovenia,0
2019,f,2019f,T,Finland,France,0
2019,f,2019f,T,Finland,Cyprus,0
2019,f,2019f,T,Finland,Malta,0
2019,f,2019f,T,Finland,Serbia,0
2019,f,2019f,T,Finland,Albania,0
2019,f,2019f,T,Finland,Estonia,8
2019,f,2019f,T,Finland,San Marino,0
2019,f,2019f,T,Finland,Greece,0
2019,f,2019f,T,Finland,Germany,0
2019,f,2019f,T,Finland,Belarus,0
2019,f,2019f,T,Finland,Netherlands,5
2019,f,2019f,T,Georgia,Italy,0
2019,f,2019f,T,Georgia,Spain,0
2019,f,2019f,T,Georgia,Israel,4
2019,f,2019f,T,Georgia,United Kingdom,0
2019,f,2019f,T,Georgia,Australia,0
2019,f,2019f,T,Georgia,Russia,8
2019,f,2019f,T,Georgia,Switzerland,0
2019,f,2019f,T,Georgia,Norway,0
2019,f,2019f,T,Georgia,Sweden,6
2019,f,2019f,T,Georgia,Azerbaijan,7
2019,f,2019f,T,Georgia,Macedonia,2
2019,f,2019f,T,Georgia,Iceland,3
2019,f,2019f,T,Georgia,Czech Republic,0
2019,f,2019f,T,Georgia,Denmark,0
2019,f,2019f,T,Georgia,Slovenia,0
2019,f,2019f,T,Georgia,France,0
2019,f,2019f,T,Georgia,Cyprus,12
2019,f,2019f,T,Georgia,Malta,0
2019,f,2019f,T,Georgia,Serbia,0
2019,f,2019f,T,Georgia,Albania,0
2019,f,2019f,T,Georgia,Estonia,0
2019,f,2019f,T,Georgia,San Marino,1
2019,f,2019f,T,Georgia,Greece,0
2019,f,2019f,T,Georgia,Germany,0
2019,f,2019f,T,Georgia,Belarus,0
2019,f,2019f,T,Georgia,Netherlands,5
2019,f,2019f,T,Hungary,Italy,4
2019,f,2019f,T,Hungary,Spain,0
2019,f,2019f,T,Hungary,Israel,0
2019,f,2019f,T,Hungary,United Kingdom,0
2019,f,2019f,T,Hungary,Australia,0
2019,f,2019f,T,Hungary,Russia,7
2019,f,2019f,T,Hungary,Switzerland,5
2019,f,2019f,T,Hungary,Norway,1
2019,f,2019f,T,Hungary,Sweden,0
2019,f,2019f,T,Hungary,Azerbaijan,2
2019,f,2019f,T,Hungary,Macedonia,0
2019,f,2019f,T,Hungary,Iceland,12
2019,f,2019f,T,Hungary,Czech Republic,0
2019,f,2019f,T,Hungary,Denmark,0
2019,f,2019f,T,Hungary,Slovenia,3
2019,f,2019f,T,Hungary,France,0
2019,f,2019f,T,Hungary,Cyprus,0
2019,f,2019f,T,Hungary,Malta,0
2019,f,2019f,T,Hungary,Serbia,0
2019,f,2019f,T,Hungary,Albania,0
2019,f,2019f,T,Hungary,Estonia,0
2019,f,2019f,T,Hungary,San Marino,6
2019,f,2019f,T,Hungary,Greece,0
2019,f,2019f,T,Hungary,Germany,0
2019,f,2019f,T,Hungary,Belarus,0
2019,f,2019f,T,Hungary,Netherlands,8
2019,f,2019f,T,Ireland,Italy,4
2019,f,2019f,T,Ireland,Spain,0
2019,f,2019f,T,Ireland,Israel,0
2019,f,2019f,T,Ireland,United Kingdom,3
2019,f,2019f,T,Ireland,Australia,1
2019,f,2019f,T,Ireland,Russia,5
2019,f,2019f,T,Ireland,Switzerland,7
2019,f,2019f,T,Ireland,Norway,12
2019,f,2019f,T,Ireland,Sweden,2
2019,f,2019f,T,Ireland,Azerbaijan,0
2019,f,2019f,T,Ireland,Macedonia,0
2019,f,2019f,T,Ireland,Iceland,6
2019,f,2019f,T,Ireland,Czech Republic,0
2019,f,2019f,T,Ireland,Denmark,0
2019,f,2019f,T,Ireland,Slovenia,0
2019,f,2019f,T,Ireland,France,0
2019,f,2019f,T,Ireland,Cyprus,0
2019,f,2019f,T,Ireland,Malta,0
2019,f,2019f,T,Ireland,Serbia,0
2019,f,2019f,T,Ireland,Albania,0
2019,f,2019f,T,Ireland,Estonia,0
2019,f,2019f,T,Ireland,San Marino,0
2019,f,2019f,T,Ireland,Greece,0
2019,f,2019f,T,Ireland,Germany,0
2019,f,2019f,T,Ireland,Belarus,0
2019,f,2019f,T,Ireland,Netherlands,8
2019,f,2019f,T,Latvia,Italy,3
2019,f,2019f,T,Latvia,Spain,0
2019,f,2019f,T,Latvia,Israel,0
2019,f,2019f,T,Latvia,United Kingdom,0
2019,f,2019f,T,Latvia,Australia,6
2019,f,2019f,T,Latvia,Russia,12
2019,f,2019f,T,Latvia,Switzerland,0
2019,f,2019f,T,Latvia,Norway,8
2019,f,2019f,T,Latvia,Sweden,0
2019,f,2019f,T,Latvia,Azerbaijan,4
2019,f,2019f,T,Latvia,Macedonia,0
2019,f,2019f,T,Latvia,Iceland,7
2019,f,2019f,T,Latvia,Czech Republic,0
2019,f,2019f,T,Latvia,Denmark,0
2019,f,2019f,T,Latvia,Slovenia,2
2019,f,2019f,T,Latvia,France,0
2019,f,2019f,T,Latvia,Cyprus,0
2019,f,2019f,T,Latvia,Malta,0
2019,f,2019f,T,Latvia,Serbia,0
2019,f,2019f,T,Latvia,Albania,0
2019,f,2019f,T,Latvia,Estonia,1
2019,f,2019f,T,Latvia,San Marino,0
2019,f,2019f,T,Latvia,Greece,0
2019,f,2019f,T,Latvia,Germany,0
2019,f,2019f,T,Latvia,Belarus,0
2019,f,2019f,T,Latvia,Netherlands,5
2019,f,2019f,T,Lithuania,Italy,1
2019,f,2019f,T,Lithuania,Spain,0
2019,f,2019f,T,Lithuania,Israel,0
2019,f,2019f,T,Lithuania,United Kingdom,0
2019,f,2019f,T,Lithuania,Australia,0
2019,f,2019f,T,Lithuania,Russia,12
2019,f,2019f,T,Lithuania,Switzerland,2
2019,f,2019f,T,Lithuania,Norway,8
2019,f,2019f,T,Lithuania,Sweden,3
2019,f,2019f,T,Lithuania,Azerbaijan,5
2019,f,2019f,T,Lithuania,Macedonia,0
2019,f,2019f,T,Lithuania,Iceland,6
2019,f,2019f,T,Lithuania,Czech Republic,0
2019,f,2019f,T,Lithuania,Denmark,0
2019,f,2019f,T,Lithuania,Slovenia,0
2019,f,2019f,T,Lithuania,France,0
2019,f,2019f,T,Lithuania,Cyprus,0
2019,f,2019f,T,Lithuania,Malta,0
2019,f,2019f,T,Lithuania,Serbia,0
2019,f,2019f,T,Lithuania,Albania,0
2019,f,2019f,T,Lithuania,Estonia,4
2019,f,2019f,T,Lithuania,San Marino,0
2019,f,2019f,T,Lithuania,Greece,0
2019,f,2019f,T,Lithuania,Germany,0
2019,f,2019f,T,Lithuania,Belarus,0
2019,f,2019f,T,Lithuania,Netherlands,7
2019,f,2019f,T,Moldova,Italy,5
2019,f,2019f,T,Moldova,Spain,0
2019,f,2019f,T,Moldova,Israel,7
2019,f,2019f,T,Moldova,United Kingdom,0
2019,f,2019f,T,Moldova,Australia,0
2019,f,2019f,T,Moldova,Russia,12
2019,f,2019f,T,Moldova,Switzerland,4
2019,f,2019f,T,Moldova,Norway,3
2019,f,2019f,T,Moldova,Sweden,0
2019,f,2019f,T,Moldova,Azerbaijan,1
2019,f,2019f,T,Moldova,Macedonia,0
2019,f,2019f,T,Moldova,Iceland,0
2019,f,2019f,T,Moldova,Czech Republic,2
2019,f,2019f,T,Moldova,Denmark,0
2019,f,2019f,T,Moldova,Slovenia,0
2019,f,2019f,T,Moldova,France,0
2019,f,2019f,T,Moldova,Cyprus,0
2019,f,2019f,T,Moldova,Malta,0
2019,f,2019f,T,Moldova,Serbia,0
2019,f,2019f,T,Moldova,Albania,0
2019,f,2019f,T,Moldova,Estonia,0
2019,f,2019f,T,Moldova,San Marino,8
2019,f,2019f,T,Moldova,Greece,0
2019,f,2019f,T,Moldova,Germany,0
2019,f,2019f,T,Moldova,Belarus,0
2019,f,2019f,T,Moldova,Netherlands,6
2019,f,2019f,T,Montenegro,Italy,5
2019,f,2019f,T,Montenegro,Spain,0
2019,f,2019f,T,Montenegro,Israel,0
2019,f,2019f,T,Montenegro,United Kingdom,0
2019,f,2019f,T,Montenegro,Australia,0
2019,f,2019f,T,Montenegro,Russia,1
2019,f,2019f,T,Montenegro,Switzerland,0
2019,f,2019f,T,Montenegro,Norway,0
2019,f,2019f,T,Montenegro,Sweden,0
2019,f,2019f,T,Montenegro,Azerbaijan,3
2019,f,2019f,T,Montenegro,Macedonia,6
2019,f,2019f,T,Montenegro,Iceland,2
2019,f,2019f,T,Montenegro,Czech Republic,0
2019,f,2019f,T,Montenegro,Denmark,0
2019,f,2019f,T,Montenegro,Slovenia,4
2019,f,2019f,T,Montenegro,France,0
2019,f,2019f,T,Montenegro,Cyprus,0
2019,f,2019f,T,Montenegro,Malta,0
2019,f,2019f,T,Montenegro,Serbia,12
2019,f,2019f,T,Montenegro,Albania,7
2019,f,2019f,T,Montenegro,Estonia,0
2019,f,2019f,T,Montenegro,San Marino,8
2019,f,2019f,T,Montenegro,Greece,0
2019,f,2019f,T,Montenegro,Germany,0
2019,f,2019f,T,Montenegro,Belarus,0
2019,f,2019f,T,Montenegro,Netherlands,0
2019,f,2019f,T,Poland,Italy,7
2019,f,2019f,T,Poland,Spain,0
2019,f,2019f,T,Poland,Israel,0
2019,f,2019f,T,Poland,United Kingdom,0
2019,f,2019f,T,Poland,Australia,6
2019,f,2019f,T,Poland,Russia,3
2019,f,2019f,T,Poland,Switzerland,5
2019,f,2019f,T,Poland,Norway,8
2019,f,2019f,T,Poland,Sweden,0
2019,f,2019f,T,Poland,Azerbaijan,2
2019,f,2019f,T,Poland,Macedonia,0
2019,f,2019f,T,Poland,Iceland,12
2019,f,2019f,T,Poland,Czech Republic,0
2019,f,2019f,T,Poland,Denmark,0
2019,f,2019f,T,Poland,Slovenia,4
2019,f,2019f,T,Poland,France,0
2019,f,2019f,T,Poland,Cyprus,0
2019,f,2019f,T,Poland,Malta,0
2019,f,2019f,T,Poland,Serbia,0
2019,f,2019f,T,Poland,Albania,0
2019,f,2019f,T,Poland,Estonia,0
2019,f,2019f,T,Poland,San Marino,0
2019,f,2019f,T,Poland,Greece,0
2019,f,2019f,T,Poland,Germany,0
2019,f,2019f,T,Poland,Belarus,0
2019,f,2019f,T,Poland,Netherlands,1
2019,f,2019f,T,Portugal,Italy,7
2019,f,2019f,T,Portugal,Spain,12
2019,f,2019f,T,Portugal,Israel,0
2019,f,2019f,T,Portugal,United Kingdom,0
2019,f,2019f,T,Portugal,Australia,4
2019,f,2019f,T,Portugal,Russia,1
2019,f,2019f,T,Portugal,Switzerland,5
2019,f,2019f,T,Portugal,Norway,6
2019,f,2019f,T,Portugal,Sweden,0
2019,f,2019f,T,Portugal,Azerbaijan,0
2019,f,2019f,T,Portugal,Macedonia,0
2019,f,2019f,T,Portugal,Iceland,3
2019,f,2019f,T,Portugal,Czech Republic,0
2019,f,2019f,T,Portugal,Denmark,0
2019,f,2019f,T,Portugal,Slovenia,0
2019,f,2019f,T,Portugal,France,2
2019,f,2019f,T,Portugal,Cyprus,0
2019,f,2019f,T,Portugal,Malta,0
2019,f,2019f,T,Portugal,Serbia,0
2019,f,2019f,T,Portugal,Albania,0
2019,f,2019f,T,Portugal,Estonia,0
2019,f,2019f,T,Portugal,San Marino,0
2019,f,2019f,T,Portugal,Greece,0
2019,f,2019f,T,Portugal,Germany,0
2019,f,2019f,T,Portugal,Belarus,0
2019,f,2019f,T,Portugal,Netherlands,8
2019,f,2019f,T,Romania,Italy,8
2019,f,2019f,T,Romania,Spain,0
2019,f,2019f,T,Romania,Israel,3
2019,f,2019f,T,Romania,United Kingdom,0
2019,f,2019f,T,Romania,Australia,2
2019,f,2019f,T,Romania,Russia,7
2019,f,2019f,T,Romania,Switzerland,1
2019,f,2019f,T,Romania,Norway,4
2019,f,2019f,T,Romania,Sweden,0
2019,f,2019f,T,Romania,Azerbaijan,6
2019,f,2019f,T,Romania,Macedonia,0
2019,f,2019f,T,Romania,Iceland,5
2019,f,2019f,T,Romania,Czech Republic,0
2019,f,2019f,T,Romania,Denmark,0
2019,f,2019f,T,Romania,Slovenia,0
2019,f,2019f,T,Romania,France,0
2019,f,2019f,T,Romania,Cyprus,0
2019,f,2019f,T,Romania,Malta,0
2019,f,2019f,T,Romania,Serbia,0
2019,f,2019f,T,Romania,Albania,0
2019,f,2019f,T,Romania,Estonia,0
2019,f,2019f,T,Romania,San Marino,0
2019,f,2019f,T,Romania,Greece,0
2019,f,2019f,T,Romania,Germany,0
2019,f,2019f,T,Romania,Belarus,0
2019,f,2019f,T,Romania,Netherlands,12
2019,f,2019f,T,Belarus,Italy,3
2019,f,2019f,T,Belarus,Spain,0
2019,f,2019f,T,Belarus,Israel,0
2019,f,2019f,T,Belarus,United Kingdom,0
2019,f,2019f,T,Belarus,Australia,2
2019,f,2019f,T,Belarus,Russia,0
2019,f,2019f,T,Belarus,Switzerland,4
2019,f,2019f,T,Belarus,Norway,8
2019,f,2019f,T,Belarus,Sweden,0
2019,f,2019f,T,Belarus,Azerbaijan,6
2019,f,2019f,T,Belarus,Macedonia,0
2019,f,2019f,T,Belarus,Iceland,7
2019,f,2019f,T,Belarus,Czech Republic,0
2019,f,2019f,T,Belarus,Denmark,0
2019,f,2019f,T,Belarus,Slovenia,5
2019,f,2019f,T,Belarus,France,0
2019,f,2019f,T,Belarus,Cyprus,0
2019,f,2019f,T,Belarus,Malta,0
2019,f,2019f,T,Belarus,Serbia,0
2019,f,2019f,T,Belarus,Albania,0
2019,f,2019f,T,Belarus,Estonia,0
2019,f,2019f,T,Belarus,San Marino,1
2019,f,2019f,T,Belarus,Greece,0
2019,f,2019f,T,Belarus,Germany,0
2019,f,2019f,T,Belarus,Netherlands,12
2019,f,2019f,T,Belarus,Russia,0
